locality,city,area,beds,bathrooms,balconies,furnishing,area_rate,rent
Wadgaon Sheri,Pune,660.0,1,1,0,Unfurnished,21.0,14000.0
Kurla West,Mumbai,800.0,2,2,0,Semi-Furnished,54.0,43000.0
Central Area,Mumbai,750.0,2,2,0,Unfurnished,80.0,60000.0
Kengeri Satellite Town,Bangalore,1300.0,2,1,0,Semi-Furnished,15.0,20000.0
Besa,Nagpur,1078.0,3,2,0,Semi-Furnished,16.0,17000.0
Hebbal,Bangalore,1600.0,3,3,2,Unfurnished,43.0,69000.0
Wardha Road,Nagpur,1000.0,2,2,0,Furnished,25.0,25000.0
Nala Sopara,Mumbai,550.0,1,1,0,Furnished,7.0,4000.0
Hadapsar,Pune,1280.0,3,3,2,Semi-Furnished,27.0,35000.0
Jangpura Extension,New Delhi,1400.0,3,3,2,Semi-Furnished,54.0,75000.0
Undri,Pune,1500.0,3,3,0,Semi-Furnished,15.0,22000.0
Dwarka,New Delhi,1400.0,3,2,3,Semi-Furnished,29.0,40000.0
Sector 4 HSR Layout,Bangalore,1150.0,2,2,0,Semi-Furnished,39.0,45000.0
Govindpuri,New Delhi,450.0,1,1,0,Furnished,49.0,22000.0
Teka,Nagpur,1200.0,2,2,0,Semi-Furnished,10.0,12000.0
Greater Kailash,New Delhi,2700.0,4,5,2,Semi-Furnished,81.0,220000.00000000003
Palam Extension,New Delhi,810.0,3,3,0,Unfurnished,23.0,18500.0
Hanuman Nagar,Nagpur,150.0,1,1,0,Semi-Furnished,27.0,4000.0
Gokul Nagar Dhanori,Pune,1050.0,2,2,0,Unfurnished,17.0,18000.0
Whitefield,Bangalore,4000.0,4,5,4,Semi-Furnished,38.0,150000.0
Sarjapur Road,Bangalore,1650.0,3,3,0,Semi-Furnished,39.0,65000.0
Viman Nagar Central,Pune,2550.0,5,3,2,Unfurnished,59.0,150000.0
Koradi Road,Nagpur,1365.0,3,3,3,Unfurnished,11.0,15000.0
Defence Colony,New Delhi,2000.0,3,3,0,Unfurnished,100.0,200000.0
Horamavu,Bangalore,1200.0,2,2,0,Semi-Furnished,18.0,21000.0
Harsh Vihar Pitampura,New Delhi,1800.0,3,3,2,Semi-Furnished,30.0,53500.0
Chikkabidarakallu,Bangalore,740.0,2,2,0,Unfurnished,11.0,8000.0
Sector 11 Dwarka,New Delhi,480.0,1,1,0,Furnished,50.0,24000.0
Pimpri Chinchwad,Pune,790.0,2,2,0,Unfurnished,16.0,13000.0
Andheri West,Mumbai,550.0,1,1,0,Furnished,38.0,21000.0
Hosakerehalli,Bangalore,100.0,1,1,0,Unfurnished,45.0,4500.0
Erandwane,Pune,800.0,1,1,0,Furnished,29.0,23000.0
Sector 13 Rohini,New Delhi,1500.0,3,3,0,Furnished,47.0,70000.0
Shakti Nagar,New Delhi,900.0,2,1,2,Unfurnished,20.0,18000.0
Thergaon,Pune,600.0,1,2,0,Furnished,30.0,18000.0
Tilak Nagar Sewri,Mumbai,430.0,1,1,0,Furnished,67.0,29000.0
Hauz Rani,New Delhi,400.0,1,1,0,Unfurnished,30.0,12000.0
Handewadi Road,Pune,900.0,2,2,0,Unfurnished,18.0,16000.0
Somasundarapalya,Bangalore,650.0,1,1,0,Semi-Furnished,29.0,19000.0
Kondhwa,Pune,1300.0,3,3,2,Unfurnished,28.0,36000.0
Bommanahalli,Bangalore,1850.0,3,3,2,Furnished,46.0,85000.0
Katraj Kondhwa Road,Pune,740.0,2,2,2,Furnished,34.0,25000.0
Mahalakshmipuram Layout,Bangalore,2000.0,3,3,2,Semi-Furnished,30.0,60000.0
Film City Road,Mumbai,766.0,1,2,0,Furnished,59.0,45000.0
Vile Parle East,Mumbai,850.0,2,2,0,Unfurnished,112.0,95000.0
Bindapur,New Delhi,400.0,1,1,0,Unfurnished,18.0,7000.0
Vishwas Park,New Delhi,650.0,2,2,0,Semi-Furnished,20.0,13000.0
BTM Layout,Bangalore,3500.0,4,4,2,Semi-Furnished,57.0,200000.0
Tughlakabad Extension,New Delhi,700.0,2,1,0,Semi-Furnished,13.0,9000.0
Cunningham Road,Bangalore,3025.0,3,4,2,Unfurnished,73.0,220000.00000000003
RMV Extension Stage 2,Bangalore,2500.0,3,3,0,Semi-Furnished,24.0,60000.0
Kalkaji,New Delhi,1680.0,3,3,0,Unfurnished,60.0,100000.0
Bhandup East,Mumbai,600.0,1,1,0,Semi-Furnished,42.0,25000.0
Wadgaon Sheri,Pune,650.0,1,1,0,Unfurnished,25.0,16000.0
Tilak Nagar Chembur,Mumbai,390.0,1,1,0,Unfurnished,77.0,30000.0
Haralur Main Road,Bangalore,1000.0,2,2,0,Unfurnished,30.0,30000.0
Budigere,Bangalore,1065.0,2,2,2,Semi-Furnished,28.0,30000.0
Wakad,Pune,1050.0,3,3,2,Furnished,38.0,40000.0
Kondhwa,Pune,1600.0,4,4,3,Semi-Furnished,28.0,44000.0
Moti Nagar,New Delhi,370.0,1,1,0,Semi-Furnished,30.0,11000.0
Bhusari Colony,Pune,966.0,2,2,3,Unfurnished,36.0,34500.0
Best Nagar - Goregaon West,Mumbai,1500.0,4,3,2,Furnished,100.0,150000.0
Seminary Hill,Nagpur,950.0,2,2,0,Unfurnished,17.0,16000.0
Dabha,Nagpur,700.0,2,2,3,Semi-Furnished,29.0,20000.0
Tulasi Layout,Bangalore,450.0,1,1,0,Semi-Furnished,23.0,10500.0
Sector 3 Dwarka,New Delhi,1450.0,3,3,2,Unfurnished,22.0,32000.0
Undri,Pune,840.0,2,2,2,Unfurnished,14.0,12000.0
Andheri West,Mumbai,1150.0,3,3,0,Unfurnished,135.0,160000.0
Union Park,Mumbai,1325.0,3,3,0,Semi-Furnished,151.0,200000.0
Pimpri Chinchwad,Pune,750.0,1,1,0,Unfurnished,12.0,9000.0
Hinjewadi,Pune,439.0,1,2,0,Unfurnished,56.0,24500.0
Wadala,Mumbai,1683.0,3,4,3,Semi-Furnished,137.0,230000.0
Vikhroli East,Mumbai,1250.0,3,3,0,Unfurnished,156.0,200000.0
Mundhwa,Pune,790.0,2,2,0,Unfurnished,44.0,35000.0
Kanakapura Road,Bangalore,2480.0,3,3,0,Semi-Furnished,20.0,50000.0
MBH Colony,Mumbai,980.0,2,2,3,Furnished,64.0,63000.0
Kalyani Nagar,Pune,5200.0,5,5,0,Furnished,82.0,430000.0
Dakshinpuri,New Delhi,450.0,2,1,0,Unfurnished,24.0,11000.0
Sector 22 Rohini,New Delhi,1200.0,3,3,0,Semi-Furnished,21.0,25000.0
Rakshak Nagar,Pune,850.0,2,2,0,Unfurnished,31.0,26000.0
Raheja Township,Mumbai,485.0,1,1,0,Furnished,72.0,35000.0
Abhyudaya Nagar,Mumbai,225.0,1,1,0,Furnished,80.0,18000.0
Vile Parle East,Mumbai,650.0,2,2,0,Unfurnished,100.0,65000.0
Roshanpura,New Delhi,2250.0,4,4,0,Unfurnished,10.0,22500.0
Narendra Nagar,Nagpur,1000.0,2,2,0,Unfurnished,6.0,5500.0
Wardhaman Nagar,Nagpur,900.0,1,2,3,Unfurnished,11.0,10000.0
Horamavu,Bangalore,1000.0,2,2,2,Semi-Furnished,15.0,15000.0
Sector 23 Rohini,New Delhi,900.0,2,2,0,Furnished,33.0,30000.0
Kurla West,Mumbai,900.0,3,2,5,Semi-Furnished,78.0,70000.0
Santacruz West,Mumbai,1150.0,3,3,0,Furnished,209.0,240000.0
Hari Nagar,New Delhi,950.0,2,2,0,Semi-Furnished,18.0,17000.0
Meenakshipuram,Pune,1200.0,3,2,0,Unfurnished,13.0,16000.0
Goregaon West,Mumbai,900.0,3,2,0,Semi-Furnished,111.0,100000.0
Wagholi,Pune,550.0,1,1,2,Furnished,29.0,16000.0
Deepanjali Nagar,Bangalore,500.0,1,1,0,Unfurnished,16.0,8000.0
Masjid Moth,New Delhi,1800.0,3,3,2,Furnished,61.0,110000.0
Safdarjung Enclave,New Delhi,2700.0,3,3,2,Furnished,44.44444444444444,120000.0
Sector 13 Rohini,New Delhi,1150.0,3,2,0,Semi-Furnished,29.0,33000.0
Mihan,Nagpur,950.0,3,3,0,Semi-Furnished,26.0,25000.0
Agripada,Mumbai,750.0,2,2,3,Unfurnished,107.0,80000.0
Parel,Mumbai,550.0,2,2,0,Unfurnished,109.0,60000.0
Commonwealth Games Village,New Delhi,1900.0,3,3,3,Semi-Furnished,50.0,95000.0
Kasavanahalli,Bangalore,750.0,2,2,0,Unfurnished,23.0,17000.0
Borivali West,Mumbai,410.0,1,1,0,Semi-Furnished,63.0,26000.0
Hinjewadi,Pune,600.0,1,1,0,Unfurnished,40.0,24000.0
Kharadi,Pune,1330.0,3,3,2,Semi-Furnished,38.0,50000.0
Charkop,Mumbai,449.0,1,2,0,Furnished,78.0,35000.0
Wagholi,Pune,1017.0,2,2,0,Furnished,26.0,26000.0
Oshiwara,Mumbai,1300.0,3,3,0,Furnished,127.0,170000.0
Pratap Nagar,Nagpur,650.0,1,2,2,Semi-Furnished,15.0,10000.0
Sahakar Nagar,Nagpur,1000.0,1,1,3,Semi-Furnished,13.0,13000.0
Sector 1 Dwarka,New Delhi,950.0,2,2,2,Furnished,26.0,25000.0
Krishna Nagar,New Delhi,630.0,2,2,0,Furnished,25.0,16000.0
Bhilgaon,Nagpur,1200.0,3,3,2,Unfurnished,8.0,9000.0
Sector 3 Dwarka,New Delhi,1600.0,3,3,4,Unfurnished,20.0,32000.0
Panchsheel Enclave,New Delhi,216.0,3,3,0,Furnished,579.0,130000.0
Model Town Andheri West,Mumbai,600.0,2,2,0,Unfurnished,92.0,55000.0
Worli,Mumbai,225.0,1,1,0,Unfurnished,111.0,25000.0
Kandivali West,Mumbai,1400.0,4,3,0,Furnished,89.0,130000.0
Jawahar Nagar,Mumbai,1000.0,3,3,0,Furnished,105.0,110000.0
Anjana Nagar,Bangalore,500.0,1,2,0,Unfurnished,10.0,5000.0
Narendra Nagar,Nagpur,1045.0,2,1,0,Furnished,29.0,30000.0
Prabhat Road,Pune,1250.0,3,3,0,Furnished,60.0,75000.0
Dwarka Mor,New Delhi,360.0,1,1,0,Semi-Furnished,18.11111111111111,6500.0
Mahindra Park,New Delhi,800.0,2,1,0,Unfurnished,12.0,10000.0
Sanjayanagara,Bangalore,1250.0,4,2,2,Semi-Furnished,32.0,40000.0
Kandivali,Mumbai,750.0,2,2,3,Unfurnished,73.0,55000.0
Hinjewadi,Pune,939.0,2,2,3,Furnished,46.0,43000.0
Worli,Mumbai,2250.0,4,5,0,Furnished,289.0,650000.0
Doddanekundi,Bangalore,900.0,3,2,0,Semi-Furnished,31.0,28000.0
Koramangala,Bangalore,1400.0,3,3,0,Furnished,61.0,85000.0
Santhosh Nagar,Pune,730.0,2,2,0,Semi-Furnished,38.0,28000.0
Balewadi,Pune,1340.0,4,4,3,Semi-Furnished,45.0,60000.0
Marol,Mumbai,720.0,2,2,0,Unfurnished,90.0,65000.0
Hutchins Road,Bangalore,1600.0,3,3,3,Unfurnished,35.0,56000.0
Pandav Nagar,New Delhi,700.0,2,2,0,Unfurnished,21.0,15000.0
Powai,Mumbai,888.0,2,2,0,Semi-Furnished,88.0,78500.0
Yelahanka,Bangalore,1300.0,3,2,2,Unfurnished,35.0,45000.0
Virar West,Mumbai,405.0,2,2,0,Unfurnished,30.0,12000.0
Tughlakabad Extension,New Delhi,446.0,1,1,0,Semi-Furnished,28.0,12500.0
Mandakini Enclave,New Delhi,1400.0,3,3,2,Unfurnished,43.0,60000.0
Nizamuddin West,New Delhi,900.0,2,2,0,Furnished,44.0,40000.0
Andheri East,Mumbai,1100.0,2,2,0,Unfurnished,59.0,65000.0
Shakarpur,New Delhi,540.0,2,2,0,Semi-Furnished,19.0,10500.0
Mohammed Wadi,Pune,700.0,2,2,0,Semi-Furnished,31.0,22000.0
NIBM Road,Pune,1150.0,3,3,2,Furnished,39.0,45000.0
Besa,Nagpur,900.0,2,2,3,Unfurnished,13.0,12000.0
Magarpatta City,Pune,1100.0,3,3,2,Unfurnished,41.0,45000.0
Rajajinagar Stage 2,Bangalore,4000.0,5,5,4,Unfurnished,21.0,85000.0
Block B Surajmal Vihar,New Delhi,1900.0,4,4,2,Unfurnished,42.0,80000.0
Kalewadi Road,Pune,400.0,1,1,0,Unfurnished,38.0,15000.0
New Friends Colony,New Delhi,1200.0,2,2,0,Furnished,83.0,100000.0
EON Free Zone,Pune,860.0,2,2,2,Unfurnished,38.0,33000.0
Kharadi,Pune,953.0,2,2,0,Semi-Furnished,31.0,30000.0
Dhanori,Pune,884.0,2,2,0,Furnished,29.0,26000.0
Sarjapur Road,Bangalore,1860.0,3,3,0,Unfurnished,35.0,65000.0
Tilak Nagar Chembur,Mumbai,800.0,2,2,0,Furnished,88.0,70000.0
Palam Colony,New Delhi,900.0,3,2,0,Unfurnished,19.0,17500.0
Manjri,Pune,200.0,1,1,0,Semi-Furnished,30.0,6000.0
Bibwewadi,Pune,1200.0,3,3,0,Semi-Furnished,25.0,30000.0
Bommasandra Jigani Link Road,Bangalore,950.0,2,2,2,Semi-Furnished,22.0,21000.0
Balaji Nagar,Nagpur,500.0,1,1,0,Unfurnished,16.0,8000.0
Gattahalli,Bangalore,900.0,2,2,0,Semi-Furnished,24.0,21500.0
Borivali East,Mumbai,342.0,1,2,0,Unfurnished,94.0,32000.0
Bavdhan,Pune,490.0,1,1,2,Semi-Furnished,43.0,21000.0
Juhu,Mumbai,2950.0,3,4,0,Unfurnished,203.0,600000.0
Budigere,Bangalore,1250.0,3,3,2,Semi-Furnished,24.0,30000.0
Sarjapur Road,Bangalore,1658.0,3,3,0,Semi-Furnished,36.0,60000.0
Nalasopara West,Mumbai,550.0,1,1,0,Unfurnished,9.0,5000.0
Rajaji Nagar,Bangalore,625.0,1,1,0,Unfurnished,10.0,6500.0
Shankar Nagar,Nagpur,1000.0,2,2,2,Semi-Furnished,23.0,23000.0
Bandra West,Mumbai,2400.0,4,4,2,Furnished,375.0,900000.0
Tagore Garden Extension,New Delhi,800.0,2,2,0,Furnished,29.0,23000.0
Dwarka Mor,New Delhi,495.0,1,1,0,Semi-Furnished,10.0,5000.0
Hinjewadi Phase 3,Pune,865.0,2,2,0,Semi-Furnished,29.0,25000.0
Yewalewadi,Pune,850.0,2,2,2,Furnished,18.0,15000.0
Mankapur,Nagpur,1000.0,2,2,2,Furnished,18.0,18000.0
Worli,Mumbai,893.0,2,2,0,Semi-Furnished,218.0,200000.0
Oshiwara,Mumbai,250.0,1,1,0,Unfurnished,40.0,10000.0
Hinjewadi,Pune,675.0,2,2,2,Furnished,41.0,28000.0
Whitefield,Bangalore,670.0,1,1,0,Semi-Furnished,45.0,30000.0
Chittaranjan Park,New Delhi,550.0,1,1,0,Unfurnished,25.0,13500.0
Kharadi,Pune,750.0,1,1,0,Semi-Furnished,13.0,10000.0
Keshav Nagar,Pune,450.0,1,1,3,Furnished,56.0,25000.0
Dilshad Garden,New Delhi,450.0,1,1,0,Semi-Furnished,27.0,12000.0
Keshav Nagar,Pune,857.0,2,2,3,Semi-Furnished,33.0,28000.0
Mihan,Nagpur,750.0,2,2,3,Unfurnished,19.0,14000.0
Whitefield,Bangalore,5500.0,4,5,2,Semi-Furnished,55.0,300000.0
Marunji,Pune,1014.0,3,3,0,Semi-Furnished,30.0,30000.0
Andheri West,Mumbai,850.0,2,2,0,Unfurnished,49.0,42000.0
Madan Park,New Delhi,1200.0,3,2,0,Semi-Furnished,25.0,30000.0
Bahadura,Nagpur,700.0,2,2,2,Unfurnished,10.0,7000.0
A Narayanapura,Bangalore,990.0,3,3,2,Semi-Furnished,71.0,70000.0
Kaggadasapura,Bangalore,1245.0,2,2,2,Semi-Furnished,35.0,44000.0
Basavanagudi,Bangalore,900.0,2,1,0,Unfurnished,20.0,18000.0
EON Free Zone,Pune,1300.0,3,3,2,Unfurnished,38.0,50000.0
Pitampura,New Delhi,900.0,2,2,0,Furnished,24.0,22000.0
Khar West,Mumbai,400.0,1,2,0,Semi-Furnished,138.0,55000.0
Gautam Nagar,New Delhi,250.0,1,1,0,Semi-Furnished,52.0,13000.0
Shankarpur,Nagpur,968.0,2,2,2,Semi-Furnished,8.0,7500.0
Laxmi Nagar,New Delhi,900.0,2,2,0,Semi-Furnished,20.0,18000.0
Mira Road,Mumbai,440.0,1,1,2,Semi-Furnished,36.0,16000.0
Virar West,Mumbai,505.0,1,1,0,Unfurnished,20.0,10000.0
Blue Ridge Town Pune,Pune,450.0,1,1,0,Semi-Furnished,56.0,25000.0
Ejipura,Bangalore,650.0,2,1,0,Semi-Furnished,16.0,10500.0
Vikhroli Village,Mumbai,260.0,1,1,2,Unfurnished,58.0,15000.0
Dwarka Mor,New Delhi,600.0,2,1,0,Semi-Furnished,20.0,12000.0
KR Puram,Bangalore,600.0,1,1,0,Unfurnished,18.0,11000.0
Andheri West,Mumbai,2200.0,4,4,0,Furnished,136.0,300000.0
Budh Vihar,New Delhi,900.0,2,1,0,Semi-Furnished,9.0,8000.0
Aya Nagar Phase 1,New Delhi,900.0,2,1,0,Furnished,18.0,16500.0
Baner,Pune,1500.0,3,3,3,Semi-Furnished,50.0,75000.0
Mundhwa,Pune,480.0,1,1,0,Furnished,42.0,20000.0
Electronic City Phase 2,Bangalore,1800.0,4,3,0,Semi-Furnished,19.0,35000.0
Hari Nagar,New Delhi,500.0,1,1,0,Unfurnished,17.0,8500.0
Marathahalli,Bangalore,1263.0,2,2,0,Unfurnished,18.0,23000.0
Sector 9 Dwarka,New Delhi,2000.0,4,3,3,Semi-Furnished,28.0,55000.0
Adugodi,Bangalore,450.0,1,1,0,Semi-Furnished,22.0,10000.0
Kamla Nagar,New Delhi,2250.0,3,3,0,Furnished,27.0,60000.0
Ghatkopar East,Mumbai,320.0,1,2,2,Semi-Furnished,56.0,18000.0
Bhola Nath Nagar,New Delhi,800.0,2,1,2,Semi-Furnished,25.0,20000.0
Balewadi Gaon,Pune,1150.0,3,2,2,Furnished,39.0,45000.0
Lajpat Nagar 2,New Delhi,500.0,1,1,0,Furnished,64.0,32000.0
Rohini,New Delhi,750.0,2,1,0,Furnished,29.0,22000.0
Alaknanda,New Delhi,800.0,1,2,0,Semi-Furnished,38.0,30000.0
Ashok Nagar,New Delhi,900.0,2,2,2,Semi-Furnished,22.0,20000.0
Byculla,Mumbai,1150.0,2,3,0,Unfurnished,122.0,140000.0
Whitefield,Bangalore,2000.0,3,3,0,Semi-Furnished,22.0,45000.0
Kharadi,Pune,1016.0,3,3,0,Unfurnished,39.0,40000.0
Gautam Nagar,New Delhi,800.0,2,3,0,Furnished,48.0,38000.0
Gahunje,Pune,2000.0,4,4,0,Unfurnished,75.0,150000.0
Balaji Layout,Bangalore,2300.0,3,3,0,Semi-Furnished,24.0,55000.0
EPIP Zone,Bangalore,3850.0,4,5,2,Unfurnished,78.0,300000.0
Mundka,New Delhi,400.0,1,1,0,Unfurnished,20.0,8000.0
Bel Tarodi,Nagpur,3000.0,4,4,2,Unfurnished,8.0,24000.0
Itwari,Nagpur,1100.0,5,4,5,Semi-Furnished,73.0,80000.0
Shalimar bagh,New Delhi,360.0,1,1,2,Furnished,44.44444444444444,16000.0
Nehru Nagar,Bangalore,1375.0,2,2,0,Semi-Furnished,29.0,40000.0
Kalyani Nagar,Pune,4860.0,5,4,4,Furnished,72.0,350000.0
Marunji,Pune,480.0,1,1,0,Unfurnished,17.0,8000.0
Pratap Nagar,Nagpur,750.0,2,2,2,Semi-Furnished,33.0,25000.0
Vishnu Garden,New Delhi,680.0,2,2,0,Unfurnished,25.0,17000.0
Chhatarpur Extension,New Delhi,750.0,2,2,0,Furnished,40.0,30000.0
Kharadi,Pune,850.0,2,2,0,Unfurnished,33.0,28000.0
Basapura Main Road,Bangalore,1350.0,3,3,2,Unfurnished,22.0,30000.0
Moshi,Pune,800.0,2,2,0,Unfurnished,19.0,15000.0
Matunga East,Mumbai,525.0,1,2,0,Furnished,133.0,70000.0
Mahal,Nagpur,800.0,2,2,3,Furnished,25.0,20000.0
Laxmi Sagar Layout,Bangalore,1130.0,2,2,2,Semi-Furnished,42.0,47000.0
Vasant Kunj,New Delhi,1200.0,3,2,0,Unfurnished,75.0,90000.0
Ramamurthy Nagar,Bangalore,1350.0,3,2,2,Furnished,37.0,50000.0
Hinjewadi Village,Pune,900.0,2,2,3,Semi-Furnished,17.0,15000.0
Lower Parel,Mumbai,430.0,2,2,0,Unfurnished,198.0,85000.0
Electronics City Phase 1,Bangalore,500.0,1,1,0,Semi-Furnished,22.0,11000.0
Tilekar Nagar,Pune,1085.0,2,2,0,Unfurnished,24.0,26000.0
Marunji Road,Pune,910.0,3,3,0,Semi-Furnished,38.0,35000.0
Hadapsar,Pune,700.0,1,1,0,Unfurnished,14.0,9500.0
Goregaon East,Mumbai,1250.0,3,3,0,Furnished,44.0,55000.0
Hennur,Bangalore,1232.0,2,2,0,Semi-Furnished,37.0,46000.0
Hennur,Bangalore,750.0,2,2,0,Unfurnished,21.0,16000.0
NIBM Road,Pune,1800.0,3,3,2,Furnished,56.0,100000.0
Tilak Nagar,New Delhi,1800.0,3,3,3,Furnished,25.0,45000.0
Bhagwan Tatyasaheb Kawade Road,Pune,725.0,2,2,2,Semi-Furnished,36.0,26000.0
Electronic City,Bangalore,1050.0,3,2,0,Semi-Furnished,40.0,42000.0
Shivaji Nagar,Nagpur,1800.0,4,4,3,Semi-Furnished,36.0,65000.0
Lohegaon,Pune,1800.0,3,3,2,Unfurnished,12.0,22000.0
Kiran Vihar,New Delhi,2000.0,3,4,3,Furnished,35.0,70000.0
Jakkur,Bangalore,1490.0,3,3,0,Semi-Furnished,43.0,64000.0
Banashankari stage 6,Bangalore,989.0,2,2,0,Semi-Furnished,36.0,35500.0
Sus,Pune,944.0,2,2,0,Furnished,34.0,32000.0
Sector 23 Rohini,New Delhi,733.0,2,2,0,Furnished,34.0,25000.0
Malad West,Mumbai,710.0,2,2,2,Semi-Furnished,106.0,75000.0
Kandivali West,Mumbai,700.0,1,1,0,Semi-Furnished,31.0,22000.0
Nagavara,Bangalore,2450.0,3,4,0,Semi-Furnished,35.0,85000.0
Aundh,Pune,4000.0,4,4,2,Semi-Furnished,63.0,250000.0
Dadar West,Mumbai,500.0,1,2,0,Unfurnished,100.0,50000.0
Mandawali,New Delhi,500.0,2,1,0,Semi-Furnished,16.0,8000.0
Sector 16 Rohini,New Delhi,1350.0,3,3,3,Unfurnished,33.0,45000.0
Manish Nagar,Nagpur,1800.0,3,4,3,Furnished,22.0,40000.0
Malwadi,Pune,980.0,2,2,2,Unfurnished,26.0,25000.0
Yelahanka,Bangalore,4025.0,4,5,0,Semi-Furnished,75.0,300000.0
Yashwant Nagar Kharadi,Pune,800.0,1,1,0,Unfurnished,23.0,18000.0
Prabhadevi,Mumbai,1150.0,2,2,0,Furnished,70.0,80000.0
Dwarka Mor,New Delhi,2302.0,4,4,3,Semi-Furnished,22.0,50000.0
Powai,Mumbai,380.0,1,1,0,Semi-Furnished,171.0,65000.0
Balewadi,Pune,1205.0,3,3,2,Unfurnished,37.0,45000.0
Thakur Complex,Mumbai,500.0,1,2,0,Furnished,60.0,30000.0
Outram Lines,New Delhi,400.0,2,2,0,Furnished,65.0,26000.0
RT Nagar,Bangalore,2400.0,4,4,3,Semi-Furnished,50.0,120000.0
Munirka,New Delhi,1200.0,2,2,2,Unfurnished,38.0,45500.0
Ashok Niketan,New Delhi,1350.0,3,3,2,Unfurnished,38.55555555555556,52000.0
Vikhroli West,Mumbai,990.0,2,2,0,Semi-Furnished,28.0,28000.0
Siddheshwar Nagar,Pune,761.0,2,2,2,Semi-Furnished,46.0,35000.0
Jankalyan Nagar,Mumbai,425.0,1,1,0,Furnished,82.0,35000.0
Mulund West,Mumbai,1382.0,4,4,3,Semi-Furnished,65.0,90000.0
Pitampura,New Delhi,1800.0,4,3,0,Unfurnished,23.33333333333333,42000.0
Wardha Road,Nagpur,1695.0,3,3,3,Furnished,12.0,20000.0
Rajaji Nagar Industrial Town,Bangalore,2467.0,4,5,2,Semi-Furnished,101.0,250000.0
Vittal Mallya Road,Bangalore,3200.0,3,3,3,Semi-Furnished,94.0,300000.0
Powai,Mumbai,712.0,2,2,0,Furnished,125.0,89000.0
Patel Nagar East,New Delhi,2000.0,2,1,0,Furnished,28.0,55000.0
Whitefield,Bangalore,3500.0,4,5,0,Semi-Furnished,23.0,80000.0
Borivali East,Mumbai,1502.0,3,3,0,Semi-Furnished,63.0,95000.0
Talegaon Dabhade,Pune,500.0,1,1,0,Unfurnished,12.0,6000.0
Bandra West,Mumbai,600.0,1,2,0,Furnished,142.0,85000.0
Kasavanahalli,Bangalore,750.0,2,2,0,Unfurnished,29.0,22000.0
Hennur Main Road,Bangalore,1320.0,3,3,0,Semi-Furnished,38.0,50000.0
Dapodi,Pune,1014.0,2,2,0,Semi-Furnished,27.0,27000.0
Banashankari,Bangalore,1891.0,3,3,0,Semi-Furnished,42.0,80000.0
Rajarajeshwari Nagar Stage 5,Bangalore,2000.0,8,8,4,Semi-Furnished,65.0,130000.0
Mumbai Central,Mumbai,1300.0,2,2,2,Furnished,115.0,150000.0
Kanakiya,Mumbai,280.0,1,1,0,Furnished,107.0,30000.0
Kandivali East,Mumbai,900.0,2,2,0,Furnished,61.0,55000.0
Kalyani Nagar,Pune,840.0,2,2,2,Semi-Furnished,44.0,37000.0
Moshi,Pune,882.0,3,2,2,Unfurnished,20.0,18000.0
Powai,Mumbai,1000.0,3,2,3,Semi-Furnished,95.0,95000.0
Whitefield,Bangalore,1740.0,3,3,2,Unfurnished,43.0,75000.0
Ramchandrapura,Bangalore,700.0,2,2,0,Semi-Furnished,11.0,8000.0
Bannerghatta Road,Bangalore,1495.0,3,3,0,Semi-Furnished,30.0,45000.0
Mira Road,Mumbai,537.0,1,2,3,Unfurnished,39.0,21000.0
Deonar Chembur,Mumbai,936.0,3,3,0,Unfurnished,134.0,130000.0
Manish Nagar,Nagpur,950.0,2,2,3,Semi-Furnished,13.0,12000.0
Dharampeth,Nagpur,1200.0,3,3,0,Unfurnished,25.0,30000.0
Devanahalli,Bangalore,1080.0,2,2,0,Semi-Furnished,27.0,29000.0
Mohit Nagar,New Delhi,1000.0,3,2,0,Semi-Furnished,38.0,38000.0
Sector 18 Dwarka,New Delhi,1950.0,3,2,3,Semi-Furnished,18.0,35000.0
Chikhali Road,Pune,450.0,1,1,0,Unfurnished,29.0,13000.0
Kharadi,Pune,750.0,1,1,0,Unfurnished,23.0,17000.0
Phase 5 JP Nagar,Bangalore,1600.0,4,3,0,Semi-Furnished,25.0,40000.0
Aya Nagar,New Delhi,720.0,2,2,0,Unfurnished,17.0,12000.0
GK I,New Delhi,890.0,3,3,0,Furnished,191.0,170000.0
JP Nagar,Bangalore,1500.0,2,2,3,Semi-Furnished,23.0,35000.0
Greater Kailash Enclave 1,New Delhi,4050.0,10,0,0,Furnished,210.0,850000.0
Gautam Nagar,New Delhi,650.0,1,1,0,Semi-Furnished,27.0,17500.0
Bhandup West,Mumbai,535.0,2,2,0,Furnished,75.0,40000.0
Zingabai Takali,Nagpur,800.0,2,2,3,Semi-Furnished,14.0,11000.0
Rajaji Nagar,Bangalore,450.0,1,1,0,Semi-Furnished,11.0,5000.0
Mahalakshmi,Mumbai,2000.0,3,3,3,Semi-Furnished,250.0,500000.0
Kondhwa,Pune,650.0,2,2,0,Unfurnished,23.0,15000.0
Banashankari,Bangalore,4500.0,4,4,4,Semi-Furnished,33.0,150000.0
Andheri West,Mumbai,1243.0,3,3,0,Furnished,161.0,200000.0
Mira Road,Mumbai,900.0,2,2,0,Semi-Furnished,23.0,21000.0
Subbaiahnapalya,Bangalore,900.0,2,2,0,Unfurnished,18.0,16000.0
Mangolpur Kalan,New Delhi,450.0,2,1,0,Semi-Furnished,21.0,9500.0
